dataset,alpha,experiment,volume_levelset,volume_likelihood,volume_one,volume_ot,coverage_levelset,coverage_likelihood,coverage_one,coverage_ot,ERT_levelset,ERT_likelihood,ERT_one,ERT_ot,WSC_levelset,WSC_likelihood,WSC_one,WSC_ot
biais,0.05,4,2.7125251,2.5906386,3.2304943,4.368258411681534,0.9664948453608248,0.961340206185567,0.9420103092783504,0.9664948453608248,0.0121116727960316,0.001421017425922,0.0163705540827426,0.0143052198563458,0.7948718070983887,0.7948718070983887,0.7179487347602844,0.800000011920929
rf1,0.1,2,0.82406205,0.8158347,1.0436611,1.5999848325398398,0.924507658643326,0.9070021881838074,0.9168490153172868,0.901531728665208,0.0551384289930555,0.0853600084978503,0.0724530245615957,0.0684897695841577,0.7659574747085571,0.5943396091461182,0.6320754885673523,0.7052631378173828
rf1,0.1,4,1.101627,1.0523595,1.8144473,1.924634148105059,0.9059080962800876,0.9037199124726476,0.8960612691466083,0.9070021881838074,0.0199267478044459,0.0772257382952901,0.0710754912887286,0.0457251047018604,0.7096773982048035,0.695652186870575,0.6804123520851135,0.7263157963752747
biais,0.05,0,2.0738437,2.0760465,2.481441,2.9569606661695134,0.934278350515464,0.9381443298969072,0.9497422680412372,0.9097938144329896,0.0165384596305212,0.0202729515264209,0.0204756048624923,0.0454863429217421,0.7179487347602844,0.7179487347602844,0.692307710647583,0.6000000238418579
biais,0.05,6,1.878625,1.8395869,2.4131315,2.85897905557244,0.9458762886597938,0.9484536082474226,0.9510309278350516,0.9471649484536082,0.0077262230891645,0.0054201851027183,0.042279575050518,0.0214185300427492,0.692307710647583,0.7179487347602844,0.738095223903656,0.7435897588729858
rf1,0.1,5,0.62584996,0.62730247,0.81338716,1.4462281614582606,0.901531728665208,0.912472647702407,0.9135667396061268,0.9102844638949672,0.0402450125861553,0.0969290966129457,0.1072083251652241,0.0391605230449506,0.72826087474823,0.6630434989929199,0.6195651888847351,0.695652186870575
rf2,0.1,0,1.1644822,1.1649592,1.6467528,3.143999059980062,0.8971553610503282,0.9048140043763676,0.9004376367614879,0.9168490153172868,0.035191264190037,0.0533789806220507,0.0730643205125002,0.0625893366055496,0.75,0.72826087474823,0.72826087474823,0.760869562625885
rf1,0.1,6,1.1491624,1.061838,1.4622419,1.81541839781226,0.912472647702407,0.8763676148796499,0.8905908096280087,0.9091903719912472,0.0194679793241768,0.0745847686836184,0.0960487714094678,0.0579751500451714,0.75,0.5869565010070801,0.5913978219032288,0.70652174949646
scm1d,0.05,8,4.9846716,4.9070816,6.3421016,5.982149578225032,0.9663608562691132,0.963302752293578,0.9602446483180428,0.9765545361875636,0.0115648073451353,0.0283761616921679,0.0410110936910269,0.0279607488832905,0.8199999928474426,0.7307692170143127,0.6153846383094788,0.8399999737739563
rf1,0.05,3,0.6795468,0.7540179,1.3274344,1.4421009820255624,0.9529540481400438,0.9518599562363238,0.9452954048140044,0.9595185995623632,-0.0097507898838879,0.0436173750846971,0.0483480522326647,0.0285390100944137,0.7708333134651184,0.6304348111152649,0.5869565010070801,0.7708333134651184
scm1d,0.05,4,5.064055,5.0472865,6.607648,5.908093806324616,0.9510703363914372,0.9500509683995922,0.9541284403669724,0.9480122324159022,0.0116456061567677,0.0167605982596894,0.0529669608005795,0.0434870046086352,0.7799999713897705,0.699999988079071,0.6399999856948853,0.7200000286102295
rf1,0.1,8,1.199896,1.1281492,1.896381,2.323915253630721,0.8894967177242888,0.8829321663019694,0.887308533916849,0.926695842450766,0.0337020392733737,0.077047988058876,0.0715726975384456,0.0496775492486213,0.698924720287323,0.5531914830207825,0.6451612710952759,0.739130437374115
scm20d,0.05,7,6.0907326,6.3055058,8.375596,9.390942943584966,0.9432071269487752,0.9487750556792872,0.9610244988864144,0.9587973273942092,0.0125431441705764,0.0383016835185476,0.0485617715368205,0.0196257053873392,0.7333333492279053,0.7291666865348816,0.7083333134651184,0.7777777910232544
rf1,0.1,7,0.64362025,0.61729574,0.8177585,1.4378948340065054,0.8840262582056893,0.8960612691466083,0.8905908096280087,0.9277899343544858,0.0573866602952563,0.1183630705423801,0.1188170405556073,0.0586489092055966,0.6842105388641357,0.532608687877655,0.47826087474823,0.782608687877655
biais,0.05,2,1.2536992,1.2628164,1.4986991,2.050552073630157,0.961340206185567,0.9652061855670104,0.9664948453608248,0.9832474226804124,0.01712242237786,0.0271910750165865,0.0203548466331018,0.0300413676448061,0.75,0.7692307829856873,0.7948718070983887,0.8461538553237915
rf2,0.1,3,0.6597022,0.64290535,0.92380875,1.516455632141415,0.8927789934354485,0.8840262582056893,0.887308533916849,0.8632385120350109,0.0391497126214319,0.0706587507582595,0.0636894355555851,0.0505842820320846,0.6938775777816772,0.695652186870575,0.717391312122345,0.6767676472663879
scm20d,0.05,0,5.467859,5.697966,7.245112,7.343471127093696,0.9320712694877504,0.94543429844098,0.9576837416481068,0.923162583518931,0.0081471120822807,0.0359764183522158,0.0462104377304079,0.0200453105489338,0.7333333492279053,0.7333333492279053,0.7555555701255798,0.6888889074325562
scm20d,0.1,5,6.400669,6.190189,7.4107285,7.640977539405356,0.9042316258351892,0.900890868596882,0.8930957683741648,0.9031180400890868,0.0127175755977334,0.063049049438119,0.0812898934753247,0.0528007571938465,0.7589285969734192,0.699999988079071,0.6666666865348816,0.7444444298744202
rf1,0.1,9,1.1042273,1.222795,1.5511686,2.096667716762934,0.9080962800875274,0.9343544857768052,0.9343544857768052,0.9146608315098468,0.0313048790175943,0.0693797084080137,0.0719954513325202,0.0290926691777554,0.7446808218955994,0.739130437374115,0.695652186870575,0.739130437374115
rf2,0.1,2,0.98864084,0.9877695,1.2465794,1.6207166860040056,0.9135667396061268,0.8938730853391685,0.9070021881838074,0.899343544857768,0.0408803386630392,0.0822746767551342,0.0903789246869017,0.0402534179155485,0.7446808218955994,0.7204301357269287,0.72826087474823,0.695652186870575
rf2,0.1,1,0.97711337,0.96475315,1.157665,2.078501521611333,0.901531728665208,0.9004376367614879,0.8938730853391685,0.9037199124726476,0.0437711011638285,0.0862343246039274,0.0866558698536089,0.0538197439726083,0.70652174949646,0.72826087474823,0.6914893388748169,0.72826087474823
scm20d,0.05,2,7.047213,6.765194,8.293811,14.874702223205094,0.9587973273942092,0.9420935412026726,0.933184855233853,0.967706013363029,0.0173854829863981,0.0240415932190928,0.048577907127597,0.0279739377603702,0.7777777910232544,0.7555555701255798,0.7111111283302307,0.7872340679168701
scm20d,0.1,4,5.99291,6.0102124,6.8152776,8.886990340100361,0.925389755011136,0.935412026726058,0.9198218262806236,0.9476614699331848,0.0358646981616999,0.0605971638524406,0.0619218019400229,0.0463550824929585,0.7888888716697693,0.7888888716697693,0.7555555701255798,0.8444444537162781
rf2,0.1,4,1.126998,1.1054293,1.6768708,2.551886525765788,0.8916849015317286,0.8763676148796499,0.8949671772428884,0.9037199124726476,0.0354326629670168,0.0846430172871836,0.0721840018332129,0.0629796567696505,0.72826087474823,0.6521739363670349,0.7211538553237915,0.7263157963752747
biais,0.05,1,0.8461354,0.8572586,1.2525046,1.7451964754572475,0.9548969072164948,0.9587628865979382,0.9652061855670104,0.9780927835051546,-0.0089048745081974,0.0028230028757879,0.0288469906243733,0.0274549307312425,0.7692307829856873,0.7692307829856873,0.7948718070983887,0.8461538553237915
scm20d,0.05,3,6.057735,5.9186306,7.799375,10.00266535082832,0.9587973273942092,0.9610244988864144,0.9688195991091314,0.9643652561247216,0.0233892050934903,0.0391160860230358,0.0521173287362951,0.0279497294578398,0.7777777910232544,0.7799999713897705,0.7777777910232544,0.7777777910232544
scm1d,0.05,0,4.6505203,4.5643363,6.0568476,5.798223642028219,0.9500509683995922,0.9571865443425076,0.963302752293578,0.9714576962283384,-0.0180658849795025,0.0277815262931474,0.0465358011317255,0.0255267882438492,0.7799999713897705,0.7200000286102295,0.6399999856948853,0.8199999928474426
biais,0.05,3,1.1841075,1.1266503,1.6193143,1.90268973282162,0.9329896907216496,0.9278350515463918,0.9536082474226804,0.9690721649484536,0.0187154588835411,0.0230942872469833,0.019308525275553,0.0249950462525496,0.6666666865348816,0.6666666865348816,0.692307710647583,0.7692307829856873
rf2,0.1,5,0.69140416,0.729012,0.85860133,2.287954203444166,0.9080962800875274,0.9201312910284464,0.9190371991247264,0.9157549234135668,0.0420092576002348,0.0647751302552468,0.0967021119936031,0.071539074657472,0.739130437374115,0.7623762488365173,0.760869562625885,0.7551020383834839
rf2,0.1,6,2.2542293,2.2394288,2.8138726,2.9827181914032845,0.9113785557986872,0.8960612691466083,0.9135667396061268,0.9201312910284464,0.0673692575426192,0.0986813325563551,0.0977986116434499,0.07722694214805,0.7419354915618896,0.717391312122345,0.72826087474823,0.760869562625885
biais,0.05,7,2.1284807,2.1378517,2.4864898,2.6648754345788035,0.9484536082474226,0.9484536082474226,0.9587628865979382,0.9536082474226804,-0.0050587261955633,0.0013937159931492,0.008386275325559,-0.0016757599690218,0.7560975551605225,0.75,0.7692307829856873,0.7674418687820435
scm20d,0.05,1,7.299726,7.4309044,9.88597,11.14576947046777,0.9342984409799554,0.9443207126948776,0.9521158129175946,0.9432071269487752,0.0203755392316407,0.0315170739394104,0.0439726953399913,-0.0005530693152171,0.6888889074325562,0.7333333492279053,0.7735849022865295,0.7450980544090271
biais,0.05,5,1.440943,1.4375015,1.57069,1.985782580750944,0.9600515463917526,0.9574742268041238,0.9471649484536082,0.9587628865979382,0.009550874750904,0.0143167969103782,0.028367249036841,0.0289933892584123,0.7804877758026123,0.7692307829856873,0.7435897588729858,0.7692307829856873
scm1d,0.05,9,6.261901,6.085673,7.291344,6.83952260260037,0.9327217125382264,0.9408766564729868,0.9347604485219164,0.944954128440367,0.0168745420417007,0.0431850256326346,0.0559261439619169,0.0454148999733047,0.7400000095367432,0.6000000238418579,0.4399999976158142,0.75
scm20d,0.05,9,9.208083,9.111707,11.6113825,11.70393676282745,0.9610244988864144,0.9576837416481068,0.9532293986636972,0.9576837416481068,0.0169298652489684,0.0327175745321755,0.0632458187636938,0.0173532041002696,0.7777777910232544,0.7708333134651184,0.7111111283302307,0.7555555701255798
rf1,0.05,0,1.2847536,1.300469,2.2786067,2.079863418076814,0.9660831509846828,0.9573304157549234,0.9442013129102844,0.974835886214442,0.0221942089745456,0.0288650765065666,0.0481168613006909,0.0266762848237695,0.8085106611251831,0.7346938848495483,0.6739130616188049,0.804347813129425
rf2,0.05,0,1.3880899,1.3981558,2.367065,3.448029584192892,0.950765864332604,0.9529540481400438,0.948577680525164,0.9638949671772428,0.0171704841534855,0.0074341011256389,0.0476869096779174,0.0360974092601777,0.7692307829856873,0.75,0.739130437374115,0.7599999904632568
scm20d,0.05,6,5.5029135,5.428738,7.39151,8.92030402910311,0.955456570155902,0.9510022271714922,0.9699331848552338,0.9710467706013364,0.0053513422188442,-0.0116834249857565,0.0416697805243053,0.0307231633023842,0.7777777910232544,0.7555555701255798,0.8222222328186035,0.8199999928474426
rf1,0.05,1,1.0936131,1.1303612,1.905857,2.1833108820887066,0.9463894967177244,0.9529540481400438,0.9529540481400438,0.9824945295404814,0.0250351324279279,0.0474887476528341,0.0608304894973385,0.0444352474855759,0.695652186870575,0.7083333134651184,0.5869565010070801,0.8260869383811951
scm20d,0.05,8,5.6337237,5.474625,6.7933145,7.092503203714237,0.9565701559020044,0.9487750556792872,0.9587973273942092,0.979955456570156,-0.0041166904518724,0.0221663631777227,0.0442166448431234,0.0261725746453141,0.7735849022865295,0.7555555701255798,0.7755101919174194,0.8666666746139526
rf1,0.05,2,0.96903026,0.9913841,1.4731381,1.9759295431847697,0.9573304157549234,0.948577680525164,0.9551422319474836,0.9584245076586432,0.0365279598092342,0.0529730445163382,0.0589779705111632,0.0283402441851206,0.717391312122345,0.6304348111152649,0.5625,0.7551020383834839
rf1,0.05,4,1.3062804,1.3460032,2.5985398,2.698119221955385,0.9540481400437636,0.9474835886214442,0.9518599562363238,0.950765864332604,0.0076785034061888,0.0331279738789913,0.05183811596204,0.0184951722697081,0.7708333134651184,0.6086956262588501,0.6304348111152649,0.760869562625885
rf2,0.05,3,0.7911306,0.85903144,1.2272404,2.450480953977632,0.9398249452954048,0.9463894967177244,0.9343544857768052,0.926695842450766,0.0096162868721495,0.0434210132344208,0.0436744182129733,0.025725692591853,0.7021276354789734,0.7021276354789734,0.717391312122345,0.6808510422706604
rf1,0.05,5,0.7461887,0.7427558,1.3367347,1.657577365202831,0.9540481400437636,0.9452954048140044,0.9562363238512036,0.9442013129102844,0.0257803460338026,0.0547925372041539,0.0646538252859998,0.0020590892097495,0.782608687877655,0.6304348111152649,0.5869565010070801,0.739130437374115
taxi,0.1,1,1.0499704,0.9242852,2.1506073,1.981655326128508,0.8965742251223491,0.9097879282218596,0.9070146818923328,0.9148450244698204,0.0383034375518997,0.121957601225201,0.1088091523962347,0.0873083342541294,0.7357259392738342,0.6166394948959351,0.6150081753730774,0.6949428915977478
taxi,0.05,1,1.2193913,1.0890195,3.114261,3.0404763149122465,0.9504078303425776,0.9562805872756932,0.9556280587275692,0.9590538336052202,0.0198694994165691,0.0550571039294729,0.0724633041447177,0.0453181153992844,0.8161993622779846,0.7133550643920898,0.6084142327308655,0.7882736325263977
rf2,0.05,2,1.1768665,1.1503865,1.6233957,2.096613922009352,0.9595185995623632,0.9595185995623632,0.9573304157549234,0.9584245076586432,0.0175187745180486,0.0133615651352873,0.0390668417694031,0.0160589774055952,0.7551020383834839,0.782608687877655,0.7599999904632568,0.760869562625885
taxi,0.1,2,2.5836606,2.5294585,2.8117082,2.7886854338513345,0.9063621533442088,0.9044045676998368,0.9071778140293638,0.903588907014682,0.02169658212055,0.017846663702176,0.0583686915735241,0.0539641219678944,0.8254486322402954,0.8265802264213562,0.7667210698127747,0.7471451759338379
rf2,0.05,4,1.3231708,1.402646,2.2567182,4.84032079710518,0.949671772428884,0.9431072210065644,0.9354485776805253,0.975929978118162,3.007161526367031e-06,0.0367417354179432,0.050621515195706,0.0378406393859419,0.782608687877655,0.7142857313156128,0.6739130616188049,0.804347813129425
taxi,0.1,5,3.9973063,3.9683654,4.092488,4.074213329746812,0.9091353996737356,0.9088091353996738,0.9068515497553018,0.9094616639477976,0.0291354082147993,0.0295595534279529,0.0410440559682799,0.0498858189699505,0.8392857313156128,0.8254486322402954,0.7980455756187439,0.7862969040870667
rf1,0.05,6,1.3487918,1.375327,2.177666,2.1917810703222926,0.9442013129102844,0.948577680525164,0.9420131291028446,0.949671772428884,0.0093977091441689,0.0265609866025275,0.0627736818229931,0.0324968520316362,0.7234042286872864,0.6875,0.5106382966041565,0.7346938848495483
rf1,0.05,8,1.3610067,1.4404503,2.8430896,2.870695061300228,0.9310722100656456,0.9420131291028446,0.9420131291028446,0.9846827133479212,0.0129237904274047,0.0314892268507271,0.0587545851991676,0.0430138826692368,0.7021276354789734,0.6086956262588501,0.54347825050354,0.8260869383811951
taxi,0.1,0,5.214682,5.15938,5.5697646,5.542753383159702,0.9053833605220228,0.903588907014682,0.9081566068515498,0.9060358890701468,0.0259380179167182,0.0334094675680163,0.0613376969419918,0.0522349226533102,0.8525640964508057,0.8493788838386536,0.7763370871543884,0.7795786261558533
taxi,0.1,6,3.620142,3.6730871,4.5423055,4.566378234516285,0.8946166394779772,0.8965742251223491,0.8962479608482871,0.903588907014682,0.0196737313931762,0.0452202374550102,0.0872757076633695,0.0660685276323975,0.8317307829856873,0.784665584564209,0.6296296119689941,0.7645161151885986
taxi,0.05,2,3.0931828,3.0726135,3.477363,3.482310048856533,0.9504078303425776,0.9520391517128874,0.9526916802610114,0.9539967373572594,0.0150734114996955,0.016411096975815,0.0344861411348252,0.0330995178728274,0.8668830990791321,0.8701298832893372,0.732899010181427,0.7781350612640381
rf2,0.05,1,1.1705941,1.15355,1.65547,2.556871121515848,0.9529540481400438,0.949671772428884,0.9518599562363238,0.9431072210065644,0.0185263973509936,0.032170786663182,0.0486867310685423,0.0319425984559413,0.739130437374115,0.739130437374115,0.739130437374115,0.695652186870575
taxi,0.05,5,4.803673,4.855439,4.997039,4.636816419207486,0.9518760195758564,0.9530179445350734,0.9548123980424144,0.9543230016313212,0.0160522054497997,0.0167536744674695,0.0269820613923313,0.0276509042081786,0.8714733719825745,0.8626865744590759,0.8544303774833679,0.8110749125480652
rf2,0.05,6,2.5963714,2.7537699,3.6290588,3.7089658724268455,0.9617067833698032,0.9649890590809628,0.9617067833698032,0.9562363238512036,0.0413427100914316,0.0346940573905528,0.0492145642835958,0.0337140530285187,0.760869562625885,0.804347813129425,0.782608687877655,0.7755101919174194
scm20d,0.05,5,7.2415056,7.1174927,9.452172,8.500059244429393,0.9420935412026726,0.9398663697104676,0.9443207126948776,0.9532293986636972,0.0031260062507188,0.0439975233095762,0.0619261412269798,0.0266691575325623,0.75,0.7021276354789734,0.6666666865348816,0.7555555701255798
rf1,0.05,7,0.73623824,0.7694769,1.2267559,1.797594714580944,0.9442013129102844,0.9452954048140044,0.9409190371991248,0.9606126914660832,0.0302215834190228,0.0595490360470467,0.0745109062677874,0.0282411670882387,0.7083333134651184,0.6086956262588501,0.4565217494964599,0.7446808218955994
rf2,0.05,5,0.8491439,0.83363765,1.1340963,2.751487473276658,0.9595185995623632,0.9595185995623632,0.9452954048140044,0.949671772428884,0.0144412507389799,0.0192638048157565,0.0662763540647283,0.0409187594813312,0.75,0.760869562625885,0.6875,0.739130437374115
taxi,0.05,0,6.2853937,6.222627,6.6214013,6.72837708493077,0.9544861337683525,0.9544861337683525,0.9523654159869496,0.9520391517128874,0.0090212124012422,0.0091027784892046,0.0365742321309996,0.0326590604533184,0.8925081491470337,0.8836477994918823,0.7491856813430786,0.7589576840400696
taxi,0.05,6,4.302518,4.311019,5.5958624,5.687066649978603,0.9473083197389884,0.9495921696574224,0.9499184339314845,0.9556280587275692,0.0107340947255419,0.0149265932025567,0.0553018021544663,0.034600334746997,0.8697068691253662,0.8606811165809631,0.7133550643920898,0.7296416759490967
rf1,0.05,9,1.3022385,1.4392014,2.2266822,2.380393548167187,0.9660831509846828,0.9704595185995624,0.9726477024070022,0.9584245076586432,0.0214405903027078,0.0318501275573443,0.0434420325538027,0.0180424032415748,0.804347813129425,0.800000011920929,0.760869562625885,0.760869562625885
scm20d,0.05,4,7.17815,6.875271,8.489937,10.10036637654932,0.9810690423162584,0.9643652561247216,0.965478841870824,0.989977728285078,0.0309931838371826,0.0381067750633021,0.0405443917683826,0.0387715820826631,0.8666666746139526,0.7777777910232544,0.7777777910232544,0.8888888955116272
taxi,0.1,9,3.5470974,3.5121822,3.6159413,3.587083663122144,0.902610114192496,0.898205546492659,0.8951060358890701,0.8954323001631321,0.0155954373796845,0.0204241463255143,0.0375856548499127,0.0465579232811733,0.8368335962295532,0.8271405696868896,0.7974276542663574,0.7777777910232544
taxi,0.1,8,3.7348087,3.7447784,3.8250232,3.646519222370486,0.9107667210440455,0.9115823817292008,0.9040783034257748,0.900815660685155,0.0162806002973148,0.0169983812101902,0.0303425866666859,0.0313866338372036,0.852750837802887,0.8465189933776855,0.8127036094665527,0.7781403064727783
taxi,0.05,9,4.3524284,4.369273,4.393869,4.200715549913682,0.9531810766721044,0.9495921696574224,0.9456769983686786,0.9469820554649266,0.0111745558010617,0.0077977179703082,0.0179445381460143,0.0327569390198923,0.8729641437530518,0.8571428656578064,0.8403908610343933,0.7947883009910583
taxi,0.05,8,4.536759,4.546998,4.5609736,4.30770690004843,0.9538336052202284,0.9523654159869496,0.9507340946166396,0.9497553017944536,0.0105383405483177,0.011827084310292,0.0178140330664679,0.0221044102267378,0.8836477994918823,0.8729641437530518,0.8478964567184448,0.8205128312110901
taxi,0.1,3,2.1382685,2.1469822,3.2465367,2.8473716823478674,0.8942903752039152,0.8986949429037521,0.8969004893964111,0.8924959216965742,0.0173898831860665,0.0579445462047956,0.1040456912256959,0.0836215448612879,0.8368335962295532,0.7553017735481262,0.6150081753730774,0.6867862939834595
rf2,0.1,8,1.1472013,1.1625476,1.7709124,2.259753919995397,0.8862144420131292,0.9037199124726476,0.8905908096280087,0.9157549234135668,0.0483612588981977,0.0459412848878563,0.0579871559904723,0.0452543232495782,0.7096773982048035,0.7311828136444092,0.717391312122345,0.75789475440979
rf2,0.1,7,0.690979,0.71049625,0.8867576,1.5918924488775394,0.9037199124726476,0.901531728665208,0.8938730853391685,0.9091903719912472,0.0271122379803495,0.0993430740402488,0.113143590360921,0.0645733631903478,0.7446808218955994,0.7400000095367432,0.72826087474823,0.75
rf2,0.1,9,1.9798864,2.1108224,2.473999,3.471768284171266,0.8938730853391685,0.9212253829321664,0.9102844638949672,0.8949671772428884,0.0588987086131781,0.0921239573368688,0.0809367817156752,0.0654464764845003,0.7052631378173828,0.72826087474823,0.72826087474823,0.7340425252914429
taxi,0.05,3,2.5397177,2.5153866,4.108748,3.833777933183768,0.9479608482871126,0.9497553017944536,0.9460032626427406,0.9460032626427406,0.0109624807052861,0.0208319801879745,0.0581892403459471,0.0474388317416192,0.8774193525314331,0.8222891688346863,0.6058632135391235,0.7035830616950989
taxi,0.1,4,5.9693604,5.994001,6.46218,6.523174160571712,0.8955954323001631,0.8986949429037521,0.899673735725938,0.898042414355628,0.0153996700174851,0.01879282616091,0.0424469919033579,0.0399021301922945,0.8359872698783875,0.8308942914009094,0.797406792640686,0.7970778942108154
taxi,0.1,7,5.260699,5.2405853,5.3900924,5.3297047866455936,0.8946166394779772,0.8947797716150081,0.8964110929853181,0.899510603588907,0.0096900437823322,0.0189885791713223,0.029233286664692,0.038042424359096,0.8306189179420471,0.8197226524353027,0.794453501701355,0.7814029455184937
taxi,0.05,4,7.2705827,7.164961,7.7955117,7.638693701827352,0.9473083197389884,0.9474714518760196,0.9484502446982056,0.9435562805872756,0.0102283851357502,0.0154486141819354,0.02876020137093,0.0281892374328065,0.8664495348930359,0.8571428656578064,0.7781350612640381,0.7870967984199524
taxi,0.05,7,6.472868,6.4489484,6.6525106,6.240544296392291,0.9479608482871126,0.9464926590538336,0.9468189233278956,0.9469820554649266,0.0079282223886611,0.0111745517950073,0.0275530231135121,0.0228385043572057,0.874193549156189,0.8580645322799683,0.8075709939002991,0.8019169569015503
rf2,0.05,9,2.2647142,2.3922253,3.2071874,4.622727684024167,0.9529540481400438,0.9606126914660832,0.9595185995623632,0.9584245076586432,0.0362102997673099,0.0299837943749235,0.048224352075124,0.0207896550746964,0.695652186870575,0.7234042286872864,0.739130437374115,0.782608687877655
rf2,0.05,7,0.8118496,0.8296591,1.2328718,2.3194048727093315,0.9551422319474836,0.9540481400437636,0.9398249452954048,0.9638949671772428,0.0223977717788901,0.0473656464230081,0.0740815543558607,0.0389749679716902,0.782608687877655,0.760869562625885,0.695652186870575,0.7872340679168701
rf2,0.05,8,1.3760885,1.4198351,2.6642265,2.6665144130678917,0.9431072210065645,0.9431072210065645,0.949671772428884,0.9890590809628009,0.004903622668032704,0.03477452131160379,0.040775843831445266,0.04605837936538236,0.739130437374115,0.695652186870575,0.7446808218955994,0.8695651888847351
